word,url,width,height
nobility,http://media0.giphy.com/media/VRbRNnGZRNM0o/200_d.gif,245,210
armed,http://media0.giphy.com/media/EK7D0QnesPEWI/200_d.gif,320,246
self-governing,none,,
association,http://media0.giphy.com/media/RbAmK0G8BoGOI/200_d.gif,400,270
medieval,http://media0.giphy.com/media/ekK1tR0HYKPYY/200_d.gif,245,261
commune,none,,
[4],http://media0.giphy.com/media/VaMdXx4MZRjW0/200_d.gif,300,124
here,http://media0.giphy.com/media/roAneQJAPIMjm/200_d.gif,500,213
independent,http://media0.giphy.com/media/bDO4NFhkhGAuI/200_d.gif,400,343
urban,http://media0.giphy.com/media/gPwTVfOAXie4M/200_d.gif,240,180
republic,http://media0.giphy.com/media/u7ZcPNK0WdsdO/200_d.gif,500,356
(as,http://media0.giphy.com/media/GybHRMiucF9Ys/200_d.gif,500,281
italy,http://media0.giphy.com/media/pc8mrxVnU3cDm/200_d.gif,245,310
germany),http://media0.giphy.com/media/C32ismWGbvqYo/200_d.gif,640,360
there,http://media0.giphy.com/media/hj5eocrGJZPZ6/200_d.gif,400,154
taxable,none,,
"""third",http://media0.giphy.com/media/1u9OYndEN4D2U/200_d.gif,400,247
"estate""",http://media0.giphy.com/media/iL0g5f8C9DzdS/200_d.gif,240,180
monarchy,http://media0.giphy.com/media/YsKyiuU7i05Mc/200_d.gif,490,531
france),http://media0.giphy.com/media/Zw4yKKqNmYPug/200_d.gif,400,202
afterward,http://media0.giphy.com/media/sdTyd3K5IltkY/200_d.gif,500,375
period,http://media0.giphy.com/media/IqKCDr0pB3NYs/200_d.gif,360,360
proper,http://media0.giphy.com/media/Ueoag5V5ApW6c/200_d.gif,450,371
serving,http://media0.giphy.com/media/IO6NNyE7mqixa/200_d.gif,640,360
semi-feudal,none,,
absolute,http://media0.giphy.com/media/Ah52ZFuy6hskw/200_d.gif,250,200
counterpoise,none,,
cornerstone,http://media0.giphy.com/media/vRQ395ClZODIs/200_d.gif,600,476
monarchies,http://media0.giphy.com/media/YsKyiuU7i05Mc/200_d.gif,490,531
general,http://media0.giphy.com/media/UIeLsVh8P64G4/200_d.gif,659,427
last,http://media0.giphy.com/media/aPTXkNEBJGjOU/200_d.gif,495,276
since,http://media0.giphy.com/media/110Q15oG5R4qTS/200_d.gif,320,197
establishment,http://media0.giphy.com/media/xGU3qf6wYeV3i/200_d.gif,500,200
conquered,http://media0.giphy.com/media/CCMUhmeAKITM4/200_d.gif,245,160
representative,http://media0.giphy.com/media/DJSPYSuaadvW0/200_d.gif,800,600
state,http://media0.giphy.com/media/13Ik5OUfo2VZoA/200_d.gif,320,180
exclusive,http://media1.giphy.com/media/nh04DQ2fwhItO/200_d.gif,500,250
executive,http://media0.giphy.com/media/yszTTiW8pkdGM/200_d.gif,245,180
committee,http://media0.giphy.com/media/QBl5lLflwO4k8/200_d.gif,245,216
managing,http://media0.giphy.com/media/y2vgfyDCLk5eU/200_d.gif,693,387
affairs,http://media0.giphy.com/media/yNldIEA9XD7TW/200_d.gif,245,131
historically,http://media0.giphy.com/media/12jMgbVwJRQ0ms/200_d.gif,500,282
played,http://media0.giphy.com/media/CDW55CuGbLrgY/200_d.gif,380,225
most,http://media0.giphy.com/media/jkPQbx6eqoLK0/200_d.gif,512,288
part,http://media0.giphy.com/media/HRrxAdtzQ6llC/200_d.gif,240,180
wherever,http://media0.giphy.com/media/ARxsi0YOVsVYA/200_d.gif,500,300
got,http://media0.giphy.com/media/W6vq5qLStzYys/200_d.gif,500,255
upper,http://media0.giphy.com/media/WfY9ltpnZdQRi/200_d.gif,638,339
hand,http://media0.giphy.com/media/iNqgCEGa6iOxG/200_d.gif,300,300
put,http://media0.giphy.com/media/FBdXqfaCWDug0/200_d.gif,233,310
patriarchal,http://media0.giphy.com/media/RWfI6fuoljUGY/200_d.gif,245,185
idyllic,http://media0.giphy.com/media/mrOt78yTim5MY/200_d.gif,500,288
relations,http://media0.giphy.com/media/TRLCf36oqd7YA/200_d.gif,160,160
pitilessly,none,,
torn,http://media0.giphy.com/media/nnyOgIuTaWN3i/200_d.gif,360,241
asunder,http://media0.giphy.com/media/xYT7A85hhRK7e/200_d.gif,500,200
motley,http://media0.giphy.com/media/ikrQDGF4EKdVK/200_d.gif,500,396
ties,http://media0.giphy.com/media/e9e4LSEnvMsNy/200_d.gif,245,245
bound,http://media0.giphy.com/media/z14U5tfFCkdos/200_d.gif,225,300
man,http://media0.giphy.com/media/YFD9e4yh8yPyE/200_d.gif,500,268
his,http://media0.giphy.com/media/UN8h3iCE2obsI/200_d.gif,480,314
"""natural",http://media0.giphy.com/media/myRO25N0NRToI/200_d.gif,352,142
"superiors""",http://media2.giphy.com/media/SMWXq0TDIwOre/200_d.gif,300,167
left,http://media0.giphy.com/media/k5jp6azvasMM0/200_d.gif,352,161
nexus,http://media0.giphy.com/media/nGORYraqtdEKk/200_d.gif,357,300
people,http://media0.giphy.com/media/ALvbVPzXUAjTy/200_d.gif,360,202
than,http://media0.giphy.com/media/1314uIPbCMto8o/200_d.gif,500,490
naked,http://media0.giphy.com/media/qNMZxmWrFQAKY/200_d.gif,500,288
self-interest,http://media0.giphy.com/media/yixnuZNNMnoju/200_d.gif,500,254
callous,http://media0.giphy.com/media/kNE2otiUWU5xe/200_d.gif,500,400
"""cash",http://media0.giphy.com/media/nv78JmGqiebbW/200_d.gif,500,345
"payment""",http://media0.giphy.com/media/tRm2bzN7VROLe/200_d.gif,300,328
drowned,http://media0.giphy.com/media/LdDXlEMzDUw0M/200_d.gif,425,318
out,http://media0.giphy.com/media/Oc6QnxQ5AblIY/200_d.gif,240,180
heavenly,http://media0.giphy.com/media/6BUKn0uoC0dJ6/200_d.gif,477,347
ecstacies,http://media0.giphy.com/media/pRv5IiphQryRq/200_d.gif,320,240
religious,http://media0.giphy.com/media/dXl00a3UWr2CY/200_d.gif,500,335
fervor,http://media0.giphy.com/media/OWQYFAWz8vGvK/200_d.gif,1000,677
chivalrous,http://media0.giphy.com/media/XNgHbkzwvp2W4/200_d.gif,167,350
enthusiasm,http://media3.giphy.com/media/1SjObB0Y07mg0/200_d.gif,250,185
philistine,none,,
sentimentalism,none,,
icy,http://media0.giphy.com/media/7mHWGdB4y64w0/200_d.gif,320,234
water,http://media2.giphy.com/media/ENYBhrUlJL03e/200_d.gif,500,213
egotistical,http://media0.giphy.com/media/VtrsIV49hhwQ/200_d.gif,500,328
calculation,http://media0.giphy.com/media/It3Edp6ZR6hC8/200_d.gif,330,210
resolved,http://media0.giphy.com/media/13YKe07AfbYPfy/200_d.gif,245,135
personal,http://media0.giphy.com/media/ByUIc7cT49tAY/200_d.gif,272,382
worth,http://media0.giphy.com/media/qDAFyto6Jg7V6/200_d.gif,500,271
value,http://media0.giphy.com/media/Jx9kpXgAaFrC8/200_d.gif,429,237
numberless,none,,
indefeasible,none,,
freedoms,http://media0.giphy.com/media/lhuO6zQmWEoHm/200_d.gif,500,341
set,http://media0.giphy.com/media/12qmes6JaKJNAc/200_d.gif,480,270
unconscionable,none,,
freedom,http://media0.giphy.com/media/MyVsme666laKY/200_d.gif,493,277
free,http://media0.giphy.com/media/10kbXpq54BYk24/200_d.gif,400,225
exploitation,http://media0.giphy.com/media/9P7bIFEewRM8U/200_d.gif,511,341
veiled,http://media0.giphy.com/media/dDA24vzvhsL2U/200_d.gif,500,228
illusions,http://media0.giphy.com/media/No6Y6jredtX6U/200_d.gif,370,225
substituted,none,,
shameless,http://media0.giphy.com/media/S1wrG9ayNREC4/200_d.gif,260,146
direct,http://media0.giphy.com/media/jK3rhzBSKPLgs/200_d.gif,500,368
brutal,http://media0.giphy.com/media/11V1CKkhSmr6bS/200_d.gif,320,240
stripped,http://media0.giphy.com/media/qNMZxmWrFQAKY/200_d.gif,500,288
halo,http://media0.giphy.com/media/MB2AQomr4ECyc/200_d.gif,482,271
occupation,http://media0.giphy.com/media/CO4DEBbFvFFLO/200_d.gif,476,316
honored,http://media0.giphy.com/media/SZEp7vUk0n0Ig/200_d.gif,300,170
looked,http://media0.giphy.com/media/4n0ozalf6tjZm/200_d.gif,400,167
reverent,none,,
awe,http://media2.giphy.com/media/9kDR0U4gaguic/200_d.gif,500,700
converted,http://media1.giphy.com/media/ZYNSjd8MQ9QA0/200_d.gif,245,245
physician,http://media0.giphy.com/media/tfWd8sVUAJGGk/200_d.gif,399,224
lawyer,http://media0.giphy.com/media/FFTXfDurVIHqU/200_d.gif,347,239
priest,http://media0.giphy.com/media/KgTkxJypsySaI/200_d.gif,302,214
poet,http://media0.giphy.com/media/heqZBOPJIPvtS/200_d.gif,500,393
science,http://media0.giphy.com/media/4F2kdU1K4gl5S/200_d.gif,500,280
paid,http://media0.giphy.com/media/1E6YLbxazJceA/200_d.gif,450,294
wage,http://media0.giphy.com/media/CUcC8TCG04wso/200_d.gif,250,141
laborers,none,,
family,http://media0.giphy.com/media/sOxlAwsLtVyuc/200_d.gif,500,353
sentimental,http://media0.giphy.com/media/SVB351C0zKJ6o/200_d.gif,245,119
veil,http://media0.giphy.com/media/XjC9WWtU8ocAo/200_d.gif,500,256
reduced,http://media0.giphy.com/media/yOsB1ocHGtw8U/200_d.gif,854,480
relation,http://media0.giphy.com/media/kWDP7et8XzcwU/200_d.gif,160,160
mere,http://media0.giphy.com/media/YFU8csAcUl1DO/200_d.gif,245,160
money,http://media0.giphy.com/media/nv78JmGqiebbW/200_d.gif,500,345
disclosed,none,,
came,http://media0.giphy.com/media/xlkNNlRnW9s9G/200_d.gif,500,211
pass,http://media0.giphy.com/media/YEsxfrxXH6a4/200_d.gif,500,275
display,http://media0.giphy.com/media/mER5jYB2yBOlG/200_d.gif,365,205
vigor,http://media0.giphy.com/media/lOqw1mSfCK1yM/200_d.gif,490,490
reactionaries,none,,
so,http://media0.giphy.com/media/qhNRJ003mPSUM/200_d.gif,450,328
much,http://media0.giphy.com/media/PvFjPCGcxjVaU/200_d.gif,642,321
admire,http://media0.giphy.com/media/lD3tdzpDUXFII/200_d.gif,500,269
found,http://media0.giphy.com/media/YpPni0ytdgFd6/200_d.gif,480,640
fitting,http://media0.giphy.com/media/fdfGGMphvWEJW/200_d.gif,500,381
complement,http://media1.giphy.com/media/14fFMnXo2R07hS/200_d.gif,400,400
slothful,none,,
indolence,none,,
show,http://media0.giphy.com/media/FSfHdI0cAEelO/200_d.gif,550,423
what,http://media0.giphy.com/media/EVqgiH76Jur4Y/200_d.gif,500,213
man's,http://media3.giphy.com/media/ROsmW2YyqK3Be/200_d.gif,500,500
activity,http://media0.giphy.com/media/VvD0R86uhMOc0/200_d.gif,490,244
can,http://media0.giphy.com/media/2A83g1lEoxkqI/200_d.gif,270,180
bring,http://media0.giphy.com/media/ywVEAEyoyzAg8/200_d.gif,320,180
about,http://media0.giphy.com/media/14jXYTd4cm0BJC/200_d.gif,245,220
accomplished,http://media0.giphy.com/media/nTt8gM1LLHdfO/200_d.gif,245,138
wonders,http://media0.giphy.com/media/KiTtI117kJR1S/200_d.gif,289,175
far,http://media0.giphy.com/media/cvQfj3pRZ1Hig/200_d.gif,350,197
surpassing,none,,
egyptian,http://media0.giphy.com/media/tT22W8uPvH8ty/200_d.gif,245,175
pyramids,http://media0.giphy.com/media/fAu6HsDw0HzNK/200_d.gif,500,308
roman,http://media0.giphy.com/media/kpBHu7IC0RVx6/200_d.gif,480,270
aqueducts,none,,
gothic,http://media0.giphy.com/media/F0x3SNCpYT3Fu/200_d.gif,320,240
cathedrals,http://media0.giphy.com/media/UPmyu7Kszqbks/200_d.gif,384,288
conducted,http://media2.giphy.com/media/xzHB9yePs5vs4/200_d.gif,320,240
expeditions,http://media0.giphy.com/media/TvaeTOP0yZ3kA/200_d.gif,700,394
shade,http://media0.giphy.com/media/vIvcsMp6PEnKg/200_d.gif,240,180
former,http://media0.giphy.com/media/gM2Q0NN5nxOYE/200_d.gif,400,238
exoduses,none,,
nations,http://media0.giphy.com/media/RMZdcAZMfrYA0/200_d.gif,500,185
crusades,http://media0.giphy.com/media/BQuVprfa5CDCg/200_d.gif,288,216
cannot,http://media0.giphy.com/media/92hKx8Ck5Uqcw/200_d.gif,160,160
exist,http://media0.giphy.com/media/1BdQv4UvM1ChO/200_d.gif,379,295
without,http://media0.giphy.com/media/NRNT8nZuAPHYA/200_d.gif,500,211
constantly,http://media0.giphy.com/media/svV5XflWVP6ec/200_d.gif,245,155
revolutionizing,http://media0.giphy.com/media/qCZK9f5ozP8as/200_d.gif,350,450
instruments,http://media0.giphy.com/media/12qlkcT6qLwY9O/200_d.gif,260,146
them,http://media0.giphy.com/media/AvRoPqOXYMeic/200_d.gif,480,480
conservation,http://media3.giphy.com/media/cJvsEPCneWASI/200_d.gif,500,700
unaltered,http://media0.giphy.com/media/1BTZ3z5NZXz3y/200_d.gif,160,326
form,http://media0.giphy.com/media/7DpUfl51YUwN2/200_d.gif,270,267
contrary,http://media0.giphy.com/media/fI3aTAUziFM7m/200_d.gif,467,306
condition,http://media0.giphy.com/media/YZCRQkIoD2W2Y/200_d.gif,400,235
existence,http://media0.giphy.com/media/6e1FrNAEEmWQM/200_d.gif,256,169
disturbance,http://media0.giphy.com/media/Y0WgkFBNJ9YZy/200_d.gif,261,166
everlasting,http://media0.giphy.com/media/CllGKmLQO4Gpa/200_d.gif,621,934
uncertainty,http://media0.giphy.com/media/nYnkXAouV1s7m/200_d.gif,500,270
agitation,http://media0.giphy.com/media/iSpLYoqdYPuuY/200_d.gif,219,250
distinguish,http://media0.giphy.com/media/eSpgSr4KFy1nG/200_d.gif,500,281
fixed,http://media0.giphy.com/media/Is51uQxnITrSo/200_d.gif,269,172
fast,http://media0.giphy.com/media/JVq6IC1COyIbm/200_d.gif,480,270
frozen,http://media0.giphy.com/media/Dn67T5HvMpPeU/200_d.gif,245,180
train,http://media0.giphy.com/media/nUfsiyrwV1lGU/200_d.gif,397,232
venerable,http://media0.giphy.com/media/76vDciJ6gngcg/200_d.gif,500,700
prejudices,http://media0.giphy.com/media/RwGC94Qw82Z6E/200_d.gif,245,104
opinions,http://media0.giphy.com/media/6DrGUWgh4DvUc/200_d.gif,391,227
are,http://media0.giphy.com/media/lnjg4f3n3IIFO/200_d.gif,480,360
swept,http://media0.giphy.com/media/VDKPy1jAdOjE4/200_d.gif,360,240
new-formed,http://media0.giphy.com/media/6UKGcSESlBVzW/200_d.gif,500,250
become,http://media0.giphy.com/media/3vnYb9nUqdIo8/200_d.gif,250,188
antiquated,http://media0.giphy.com/media/Z0YiblD8mtDDW/200_d.gif,400,400
they,http://media0.giphy.com/media/Fl43XS0buhcbK/200_d.gif,245,145
ossify,none,,
solid,http://media0.giphy.com/media/L4mBGXzyDWpck/200_d.gif,240,180
melts,http://media0.giphy.com/media/nBQV4mqylsVH2/200_d.gif,500,245
air,http://media0.giphy.com/media/y2kg1MNfxBMwU/200_d.gif,333,187
profaned,none,,
compelled,http://media0.giphy.com/media/HXjbZa6Gg6OxG/200_d.gif,352,264
sober,http://media0.giphy.com/media/M7QxTqMxL9mO4/200_d.gif,301,166
senses,http://media0.giphy.com/media/ZYVmG4DVPB4yc/200_d.gif,500,248
real,http://media0.giphy.com/media/CEHUKyDVYIFXi/200_d.gif,150,158
life,http://media0.giphy.com/media/suc6KRfHfuofu/200_d.gif,500,280
kind,http://media0.giphy.com/media/XLHfi5YahyC0E/200_d.gif,325,182
need,http://media0.giphy.com/media/V9Guxy0AGESOI/200_d.gif,320,180
expanding,http://media0.giphy.com/media/g6VsROfiKrP6U/200_d.gif,300,169
products,http://media0.giphy.com/media/dx7Mh3xrcA6Vq/200_d.gif,300,210
chases,http://media0.giphy.com/media/KsWlELRm6GhI4/200_d.gif,314,203
over,http://media0.giphy.com/media/qOMDosJkQcULu/200_d.gif,400,250
entire,http://media0.giphy.com/media/WbPRoHFooJp7i/200_d.gif,287,243
surface,http://media0.giphy.com/media/elGC957QusUP6/200_d.gif,600,338
globe,http://media0.giphy.com/media/2MhJb4CuNBU64/200_d.gif,400,240
must,http://media0.giphy.com/media/lHU8KpkTN2mBi/200_d.gif,399,239
nestle,http://media0.giphy.com/media/ONS1AgeaF5SuY/200_d.gif,500,333
settle,http://media0.giphy.com/media/inQkvxmPYqVmU/200_d.gif,500,270
establish,http://media0.giphy.com/media/5h9EHCvA0OR2/200_d.gif,250,158
connections,http://media0.giphy.com/media/i5BbFGNxoch68/200_d.gif,375,281
through,http://media0.giphy.com/media/7meqNoXkIFHzy/200_d.gif,245,160
cosmopolitan,http://media0.giphy.com/media/A7I27jjm2jlzG/200_d.gif,500,210
character,http://media0.giphy.com/media/nFwbEM2IinJ7O/200_d.gif,245,245
consumption,http://media0.giphy.com/media/QvwyBLTypt1q8/200_d.gif,320,180
country,http://media0.giphy.com/media/50sWQ4dz61Mcw/200_d.gif,320,180
chagrin,http://media0.giphy.com/media/QKhQZE4I95ofm/200_d.gif,400,225
drawn,http://media0.giphy.com/media/voHiYnjDKMzzW/200_d.gif,500,640
feet,http://media0.giphy.com/media/GlMkBAztWoVBC/200_d.gif,608,395
national,http://media0.giphy.com/media/1ZyGbY8yDNpVC/200_d.gif,400,300
old-established,http://media0.giphy.com/media/r0aXSg7rOVeta/200_d.gif,500,282
industries,http://media0.giphy.com/media/VNXRzHiaZIvm/200_d.gif,320,184
destroyed,http://media0.giphy.com/media/RpzTThWrLyq8E/200_d.gif,300,180
daily,http://media0.giphy.com/media/10Zv60DUnyWewo/200_d.gif,500,281
being,http://media0.giphy.com/media/9RzdTj647JJEk/200_d.gif,500,249
dislodged,http://media0.giphy.com/media/W7pZtSnc7Ante/200_d.gif,500,269
whose,http://media0.giphy.com/media/le0h3jpFsf6Jq/200_d.gif,245,260
introduction,http://media0.giphy.com/media/de9Xv0yom3bW0/200_d.gif,245,165
becomes,http://media0.giphy.com/media/3vnYb9nUqdIo8/200_d.gif,250,188
death,http://media2.giphy.com/media/mfvgNgylq1DZC/200_d.gif,480,270
question,http://media0.giphy.com/media/rcg2gEGzrLmq4/200_d.gif,512,384
civilized,http://media0.giphy.com/media/XBccusaZiVgY0/200_d.gif,224,286
work,http://media0.giphy.com/media/t3YUrp2v9elLa/200_d.gif,450,171
indigenous,http://media0.giphy.com/media/iWJhyFjCFxpzq/200_d.gif,670,750
raw,http://media0.giphy.com/media/CyhrX1UYeXSFO/200_d.gif,470,282
material,http://media0.giphy.com/media/7VbzLiqzcCIM0/200_d.gif,500,333
remotest,none,,
zones,http://media0.giphy.com/media/Witx991Du1ico/200_d.gif,269,185
consumed,http://media0.giphy.com/media/qBzBEK8ynIDU4/200_d.gif,250,196
only,http://media0.giphy.com/media/6VWIDMjjTrpvy/200_d.gif,293,310
home,http://media0.giphy.com/media/72nVKvXQ3ni24/200_d.gif,320,240
quarter,http://media0.giphy.com/media/XZ8QyQ8wayS6A/200_d.gif,450,398
satisfied,http://media2.giphy.com/media/33UbGsRWIZhkc/200_d.gif,250,200
requiring,http://media0.giphy.com/media/ktkCb2b8I06e4/200_d.gif,355,200
satisfaction,http://media0.giphy.com/media/bAztq3zI1fzO0/200_d.gif,450,335
distant,http://media0.giphy.com/media/h37RZSg830CpG/200_d.gif,254,145
lands,http://media0.giphy.com/media/NfrK6dnPjODEQ/200_d.gif,500,114
climes,none,,
local,http://media0.giphy.com/media/KF0mhAhlcpNQc/200_d.gif,269,180
seclusion,http://media0.giphy.com/media/1QPMLQMzinxa8/200_d.gif,500,250
self-sufficiency,none,,
intercourse,http://media3.giphy.com/media/YeK1JoH94NIRy/200_d.gif,499,281
direction,http://media0.giphy.com/media/hGdauSkwsXDmE/200_d.gif,500,250
universal,http://media0.giphy.com/media/W4QPHWcpFo4pO/200_d.gif,475,359
inter-dependence,none,,
also,http://media0.giphy.com/media/tNIrrK1rWktry/200_d.gif,440,240
intellectual,http://media0.giphy.com/media/uBmTfTxCL5CHS/200_d.gif,500,254
creations,http://media0.giphy.com/media/sW2LFf5O1Eyha/200_d.gif,702,481
individual,http://media0.giphy.com/media/BpOTvvAdtqMKY/200_d.gif,500,230
property,http://media0.giphy.com/media/Ug1WijiTcpAqc/200_d.gif,320,180
one-sidedness,none,,
narrow-mindedness,none,,
impossible,http://media0.giphy.com/media/U2S8iWlB37PLW/200_d.gif,640,352
numerous,http://media0.giphy.com/media/fIzkTOWFXTHwY/200_d.gif,640,272
literatures,http://media0.giphy.com/media/13KxJUpXpePq0M/200_d.gif,320,240
arises,http://media0.giphy.com/media/bece0LcObODx6/200_d.gif,400,225
literature,http://media0.giphy.com/media/13KxJUpXpePq0M/200_d.gif,320,240
improvement,http://media0.giphy.com/media/RsiyU8LRenBWo/200_d.gif,1500,844
immensely,http://media2.giphy.com/media/PATw464L4E8A8/200_d.gif,245,169
facilitated,none,,
draws,http://media0.giphy.com/media/sRi2lt6IZcxHy/200_d.gif,500,243
barbarian,http://media0.giphy.com/media/d7Jgpfss3Hyj6/200_d.gif,320,213
civilization,http://media0.giphy.com/media/SF2nGC56JG5gc/200_d.gif,500,239
cheap,http://media0.giphy.com/media/An5xJ7jnkgNpe/200_d.gif,450,246
prices,http://media0.giphy.com/media/C5qs1Uv9GOybu/200_d.gif,320,240
heavy,http://media0.giphy.com/media/jKAYRhJ5kylKU/200_d.gif,650,489
artillery,http://media0.giphy.com/media/q9P72PuKiDQFq/200_d.gif,260,195
forces,http://media0.giphy.com/media/g5P8NdUFOJrHi/200_d.gif,275,206
barbarians',http://media0.giphy.com/media/d7Jgpfss3Hyj6/200_d.gif,320,213
intensely,http://media0.giphy.com/media/9JLskFrU4rRPG/200_d.gif,245,245
obstinate,http://media0.giphy.com/media/10s8qVbH57H9cY/200_d.gif,250,159
hatred,http://media0.giphy.com/media/tlBik5nuDi0zC/200_d.gif,500,309
foreigners,http://media0.giphy.com/media/a4BbCL1UU8aR2/200_d.gif,320,200
capitulate,none,,
compels,http://media0.giphy.com/media/e96v8VbEaMTfy/200_d.gif,480,360
pain,http://media0.giphy.com/media/FmwFx4cyvv0pW/200_d.gif,480,360
extinction,http://media3.giphy.com/media/XDSr476OM0Cje/200_d.gif,500,213
adopt,http://media3.giphy.com/media/Vi1YAP4jJen4I/200_d.gif,333,265
mode,http://media0.giphy.com/media/oy1qv5UMDwFH2/200_d.gif,320,218
introduce,http://media0.giphy.com/media/8HibXzWU8lNXq/200_d.gif,261,250
calls,http://media0.giphy.com/media/JoP6wkyWQMMGk/200_d.gif,400,300
midst,http://media0.giphy.com/media/142qqsw225RWda/200_d.gif,411,358
e,http://media0.giphy.com/media/ERCo0CwcpjBZK/200_d.gif,240,180
themselves,http://media0.giphy.com/media/gofTmzx2xcgLK/200_d.gif,500,350
creates,http://media0.giphy.com/media/Vxdp8pdQRwh0I/200_d.gif,250,250
after,http://media0.giphy.com/media/zcg7jtsrlpc8U/200_d.gif,492,360
own,http://media0.giphy.com/media/OBjDZTwk2QFk4/200_d.gif,291,170
image,http://media0.giphy.com/media/f4tIz4JnEGCk/200_d.gif,214,175
subjected,none,,
rule,http://media0.giphy.com/media/WdVcjpA8CZz2/200_d.gif,383,287
created,http://media0.giphy.com/media/h4bwpkqnxgbaU/200_d.gif,400,300
enormous,http://media0.giphy.com/media/MEVXSGgMxStBS/200_d.gif,500,282
cities,http://media0.giphy.com/media/tKX6FNU9UGwF2/200_d.gif,500,322
greatly,http://media0.giphy.com/media/wArlLXfHHJlao/200_d.gif,400,267
population,http://media0.giphy.com/media/UZN6I5uOLaKVq/200_d.gif,550,409
compared,http://media0.giphy.com/media/i5INFForJf1za/200_d.gif,400,250
rural,http://media0.giphy.com/media/6rTBYKkPQzy2Q/200_d.gif,500,375
thus,http://media0.giphy.com/media/oPmyjzKxeaRQA/200_d.gif,486,324
rescued,http://media0.giphy.com/media/FmCYPnPv3JbzO/200_d.gif,320,267
considerable,http://media0.giphy.com/media/GPeX8MRWI4tVu/200_d.gif,400,267
idiocy,http://media0.giphy.com/media/garawLGg2dwME/200_d.gif,500,281
just,http://media0.giphy.com/media/SbHGSfUa9xMmA/200_d.gif,320,226
